0.00393, 0.103
0.0772, 0.103
0.163, 0.103
0.185, 0.233
0.261, 0.234
0.339, 0.234
0.352, 0.349
0.428, 0.350
0.506, 0.350
0.519, 0.475
0.595, 0.475
0.668, 0.475
0.676, 0.591
0.751, 0.591
0.831, 0.591
0.846, 0.707
0.920, 0.707
0.991, 0.707
